CNPJ_FUNDO;CPF-PROPRIETARIO;FAT_ANUAL
25.333.509/0001-87;30764204;1308164
26.725.116/0001-81;30764259;1099396
29.241.820/0001-57;30764279;3253803
07.470.234/0001-41;30764281;2195371
10.637.774/0001-81;30764285;1106024
08.620.043/0001-81;30764376;2340822
29.625.962/0001-18;30764414;1765219
27.933.962/0001-50;30764415;2139855
05.264.242/0001-06;30764450;598972
07.939.958/0001-91;30764459;2792831
14.298.670/0001-40;30764476;1624680
07.792.473/0001-18;30764523;1865723
26.725.193/0001-31;30764596;1629950
05.595.419/0001-57;30764618;2350574
30.258.460/0001-85;30764626;1767231
26.396.730/0001-47;30764630;721787
30.507.951/0001-12;30764640;1808368
27.974.854/0001-25;30764642;1760087
32.254.399/0001-23;30764691;1678461
01.418.947/0001-80;30764696;3298975
23.508.788/0001-47;30764710;1171066
08.680.909/0001-40;30764773;1302126
10.397.591/0001-36;30764787;1889321
13.107.003/0001-70;30764807;2241438
04.118.883/0001-90;30764834;1524909
18.507.739/0001-50;30764836;1882037
28.069.605/0001-58;30764925;2629706
30.492.962/0001-76;30764960;2310843
18.623.691/0001-45;30764961;2738770
31.403.628/0001-61;30764962;1083907
07.161.476/0001-53;30764994;2510008
29.787.401/0001-15;30765006;1269093
28.021.860/0001-20;30765022;2438268
10.784.579/0001-84;30765048;2993246
09.553.238/0001-19;30765073;2317519
14.298.701/0001-63;30765100;2976936
28.140.922/0001-13;30765106;2430121
17.036.346/0001-42;30765144;2059808
31.008.207/0001-36;30765173;2043508
01.580.114/0001-10;30765192;1401742
08.971.845/0001-36;30765223;972990
08.534.202/0001-25;30765224;2110979
09.216.415/0001-71;30765242;2602147
21.293.620/0001-36;30765253;2076452
26.243.361/0001-52;30765291;2009939
05.903.271/0001-70;30765322;2086519
10.925.553/0001-09;30765347;1113122
05.194.813/0001-83;30765373;1729558
17.517.359/0001-33;30765418;2956782
07.663.678/0001-01;30765450;1444948
32.245.125/0001-78;30765451;1919950
08.741.657/0001-11;30765465;2741868
03.639.171/0001-53;30765477;3041934
04.907.231/0001-34;30765479;3087238
09.101.329/0001-13;30765480;1704568
09.327.492/0001-07;30765487;1135252
14.427.824/0001-57;30765579;1996133
07.645.511/0001-00;30765583;1009433
24.249.960/0001-58;30765595;1099879
31.523.689/0001-62;30765599;505689
01.940.663/0001-59;30765612;2468648
27.944.178/0001-47;30765636;1987902
01.634.049/0001-69;30765654;1881141
09.573.717/0001-05;30765655;3063195
05.906.026/0001-17;30765659;3071748
21.681.273/0001-19;30765672;1544015
29.011.124/0001-54;30765678;2118227
13.021.754/0001-70;30765686;1424485
66.857.681/0001-17;30765691;2678207
03.926.454/0001-86;30765713;559943
06.372.839/0001-37;30765797;1378698
05.211.523/0001-09;30765809;1933762
03.593.196/0001-63;30765811;2549052
16.718.406/0001-44;30765838;1005882
14.171.659/0001-15;30765853;1605346
32.846.911/0001-20;30765899;3284963
28.971.574/0001-26;30765929;889168
23.225.885/0001-22;30765932;3167888
27.933.981/0001-86;30765941;1369707
31.934.033/0001-32;30765947;3210485
23.720.009/0001-72;30765959;1789388
12.610.602/0001-40;30766010;1694503
10.817.142/0001-08;30766011;849802
18.168.459/0001-64;30766139;1150299
09.315.614/0001-37;30766140;2754084
10.784.579/0001-84;30766143;507934
09.592.010/0001-38;30766180;1220486
12.665.467/0001-30;30766198;1627734
30.419.203/0001-88;30766227;2994396
11.403.922/0001-66;30766238;3448333
10.522.644/0001-01;30766249;3073541
03.824.255/0001-67;30766274;2043179
11.863.167/0001-00;30766306;1423254
05.563.613/0001-50;30766316;2236638
09.911.435/0001-62;30766331;1695848
31.544.217/0001-96;30766357;967890
05.592.103/0001-01;30766382;1503788
14.326.453/0001-17;30766435;984518
14.284.604/0001-11;30766442;537433
28.345.363/0001-88;30766454;3234284
17.517.359/0001-33;30766465;1276788
32.346.396/0001-10;30766466;1419417
31.455.915/0001-15;30766482;2388119
05.112.358/0001-20;30766522;1465763
08.661.750/0001-16;30766589;2021316
08.815.350/0001-18;30766628;2401701
05.624.589/0001-12;30766629;1518481
04.288.328/0001-06;30766670;3384622
22.426.675/0001-30;30766742;1472451
33.768.898/0001-00;30766754;1176833
14.083.536/0001-22;30766761;2388574
04.882.617/0001-39;30766772;2692759
28.364.710/0001-10;30766782;2457848
18.692.804/0001-64;30766802;1817779
14.097.763/0001-07;30766878;3027214
05.906.033/0001-19;30766922;2112113
10.474.499/0001-22;30766978;3277335
17.093.266/0001-29;30766998;3245369
07.458.174/0001-41;30767006;1103073
10.277.967/0001-79;30767046;3310708
02.536.631/0001-55;30767109;2963346
27.954.435/0001-21;30767124;2963609
13.094.664/0001-09;30767146;979977
19.254.492/0001-70;30767187;2109369
03.639.370/0001-61;30767216;1595810
09.101.386/0001-00;30767234;952283
14.386.926/0001-71;30767269;637250
31.031.080/0001-76;30767340;2580155
10.577.503/0001-88;30767367;2401163
18.821.519/0001-04;30767394;2498716
09.302.313/0001-79;30767423;931577
26.362.380/0001-06;30767432;3125573
02.911.564/0001-01;30767443;1854886
13.962.681/0001-10;30767472;2179228
10.309.662/0001-00;30767511;2290673
28.075.560/0001-24;30767541;2198864
07.266.145/0001-88;30767550;931831
17.545.777/0001-34;30767623;1759944
23.120.582/0001-45;30767629;2582867
06.305.982/0001-06;30767656;998644
01.100.314/0001-29;30767666;3299526
33.520.953/0001-30;30767699;2533248
14.466.907/0001-55;30767736;2200451
20.726.671/0001-41;30767772;1528755
10.817.159/0001-57;30767781;2439465
08.543.326/0001-77;30767872;2070414
26.841.348/0001-03;30767884;1123577
21.079.661/0001-24;30767899;1984887
10.309.671/0001-92;30767923;3430831
04.700.124/0001-30;30767928;2032092
30.521.961/0001-02;30767934;2383086
09.535.798/0001-40;30767974;3439958
22.032.150/0001-10;30767991;3087140
10.396.397/0001-36;30768016;3270196
05.019.140/0001-25;30768034;2915960
25.422.732/0001-09;30768042;2397974
28.558.221/0001-07;30768153;905756
10.697.943/0001-79;30768217;3368481
21.082.114/0001-06;30768277;857593
05.900.475/0001-58;30768301;768252
73.970.642/0001-97;30768336;3231024
09.275.592/0001-29;30768359;2918732
03.639.254/0001-42;30768362;1660495
26.419.969/0001-95;30768368;1542042
26.452.273/0001-60;30768384;2348247
25.682.100/0001-76;30768389;1602953
18.808.146/0001-23;30768407;2429727
01.884.229/0001-07;30768413;2796502
20.481.575/0001-80;30768425;2088761
03.187.084/0001-02;30768535;1797080
09.282.843/0001-00;30768609;2758348
25.333.803/0001-99;30768612;2038700
17.136.380/0001-99;30768779;2810600
07.644.055/0001-83;30768797;1621647
29.980.228/0001-77;30768816;2003194
31.964.316/0001-27;30768834;1543810
10.475.107/0001-40;30768861;1448343
03.573.882/0001-72;30768864;2739192
15.182.422/0001-00;30769028;1197637
10.820.287/0001-50;30769094;3051036
05.730.776/0001-80;30769119;895586
23.379.074/0001-86;30769128;1746026
08.702.982/0001-75;30769158;1104511
09.290.828/0001-04;30769174;1014527
21.053.432/0001-30;30769230;1538037
10.474.491/0001-66;30769245;2570802
07.672.384/0001-38;30769287;1991419
09.282.816/0001-20;30769292;2092779
28.663.487/0001-01;30769348;3177400
05.853.211/0001-90;30769355;788380
29.259.937/0001-68;30769363;2376616
11.061.217/0001-28;30769386;1850063
26.142.839/0001-58;30769391;3001460
09.520.374/0001-02;30769423;2638204
16.671.782/0001-20;30769433;1041751
26.344.488/0001-68;30769445;673782
08.762.912/0001-02;30769455;2989621
07.104.794/0001-82;30769472;2355813
09.314.133/0001-07;30769487;642365
26.343.648/0001-54;30769504;1327587
08.702.939/0001-00;30769559;1977775
23.682.530/0001-62;30769608;1954949
07.892.335/0001-00;30769616;2678704
07.906.349/0001-36;30769649;2568044
05.043.307/0001-93;30769737;3374412
08.853.243/0001-84;30769743;1654600
14.472.977/0001-16;30769830;2294143
07.787.434/0001-22;30769879;823795
07.383.028/0001-02;30769909;2090232
19.997.604/0001-82;30769941;2827173
18.391.386/0001-75;30769974;2968801
28.470.603/0001-76;30770014;2661775
29.967.634/0001-08;30770025;1529407
14.122.390/0001-87;30770139;3148059
09.075.422/0001-09;30770172;2135448
13.243.834/0001-70;30770204;2872855
17.545.713/0001-33;30770205;1469388
13.425.729/0001-51;30770214;2170207
08.741.764/0001-40;30770272;2393032
11.260.711/0001-11;30770332;2695918
07.160.698/0001-51;30770377;2381011
32.243.370/0001-46;30770482;1283377
07.566.504/0001-12;30770498;836997
32.158.641/0001-65;30770514;2680607
11.328.925/0001-82;30770614;2901074
09.216.412/0001-38;30770646;774995
11.060.913/0001-10;30770665;592349
09.573.756/0001-02;30770696;2212307
04.839.905/0001-00;30770746;2557933
09.606.127/0001-23;30770752;3394394
22.032.186/0001-01;30770784;3466555
08.757.697/0001-51;30770787;1895791
04.588.085/0001-21;30770791;2156471
09.535.798/0001-40;30770869;1857087
88.522.580/0001-28;30770918;2506764
31.031.080/0001-76;30770975;1289175
08.172.419/0001-32;30771086;2840657
27.954.407/0001-04;30771122;1250824
27.565.828/0001-43;30771205;3215769
32.395.333/0001-53;30771218;2537078
10.843.515/0001-07;30771224;621466
06.115.846/0001-53;30771239;3005287
29.726.090/0001-84;30771309;2134373
31.031.100/0001-09;30771332;3378468
03.565.805/0001-70;30771333;908526
27.565.882/0001-99;30771374;1752762
26.703.019/0001-98;30771384;708801
19.392.847/0001-97;30771436;2506294
07.279.657/0001-89;30771449;1393416
11.741.429/0001-56;30771451;2300958
10.618.978/0001-75;30771531;2913405
28.911.614/0001-44;30771558;2678409
24.069.477/0001-91;30771565;2064925
12.004.203/0001-35;30771607;1987790
09.285.163/0001-32;30771678;3270835
18.216.470/0001-52;30771690;2308301
09.555.407/0001-50;30771718;1595471
28.075.123/0001-00;30771801;990031
29.011.101/0001-40;30771805;2666880
10.277.975/0001-15;30771901;1866771
19.922.130/0001-00;30771906;3443541
05.592.150/0001-55;30771930;2101202
14.180.124/0001-00;30771944;1399581
09.145.030/0001-60;30771980;3369221
30.520.937/0001-59;30772039;1017622
05.114.746/0001-40;30772108;1491665
09.275.576/0001-36;30772113;1429181
05.642.617/0001-24;30772179;3101494
09.216.407/0001-25;30772181;3113567
14.437.369/0001-70;30772196;2267152
18.021.239/0001-03;30772231;765076
19.482.444/0001-39;30772286;1072644
20.354.830/0001-24;30772304;924143
31.611.465/0001-02;30772320;1603952
06.373.976/0001-96;30772342;1227351
21.321.454/0001-34;30772355;3041310
30.531.106/0001-82;30772362;669199
12.442.342/0001-40;30772400;2429448
05.681.164/0001-45;30772409;1370037
08.628.953/0001-00;30772469;1053405
19.482.444/0001-39;30772472;1904471
21.956.688/0001-58;30772498;2349507
07.280.441/0001-33;30772534;699916
17.080.215/0001-62;30772550;620146
31.032.273/0001-41;30772597;1443778
10.341.638/0001-40;30772611;1749462
03.685.065/0001-06;30772643;2108312
09.075.496/0001-37;30772667;1644885
05.911.487/0001-88;30772668;1580317
19.482.444/0001-39;30772678;1970690
08.674.698/0001-32;30772691;1192601
08.744.334/0001-81;30772699;3418968
00.207.964/0001-05;30772736;3043136
10.971.503/0001-68;30772738;922647
04.703.103/0001-79;30772751;1855324
15.675.409/0001-85;30772873;1378488
21.347.701/0001-71;30772901;1462325
32.525.789/0001-90;30772902;2161144
28.079.856/0001-13;30772903;722100
04.781.318/0001-08;30772913;2996049
03.641.709/0001-64;30773036;1019538
14.163.402/0001-11;30773071;2985073
08.708.352/0001-08;30773095;2368930
06.128.183/0001-01;30773115;2687656
04.702.974/0001-78;30773189;2087305
03.641.725/0001-57;30773271;1954928
03.565.805/0001-70;30773277;2920195
08.756.273/0001-72;30773293;3368906
15.132.596/0001-50;30773354;2342114
18.185.825/0001-93;30773394;2872574
07.376.675/0001-89;30773447;1793609
15.477.891/0001-49;30773464;2024842
27.036.652/0001-32;30773482;2989590
12.412.496/0001-90;30773509;2762476
09.166.106/0001-34;30773521;2499534
26.324.014/0001-54;30773559;1103825
28.128.245/0001-18;30773570;1120543
09.485.866/0001-04;30773602;2485401
17.490.431/0001-86;30773655;1007677
09.519.483/0001-00;30773722;1720326
26.861.537/0001-30;30773729;2513985
09.232.408/0001-63;30773774;2880858
08.393.855/0001-31;30773840;683046
03.565.805/0001-70;30773846;1268508
22.013.922/0001-76;30773853;1432365
02.997.061/0001-09;30773902;3357152
08.623.570/0001-40;30774000;3285952
30.141.575/0001-95;30774006;1434236
30.141.632/0001-36;30774037;2870706
14.550.994/0001-24;30774045;584256
30.531.072/0001-26;30774125;642989
04.260.567/0001-58;30774128;2919860
10.740.658/0001-93;30774150;2485672
25.682.076/0001-75;30774195;2277805
05.107.303/0001-21;30774204;517693
03.821.496/0001-52;30774216;957618
10.237.431/0001-20;30774248;2670365
16.891.998/0001-00;30774272;3465156
16.899.136/0001-15;30774282;1446805
11.260.675/0001-96;30774303;1303585
28.971.376/0001-62;30774329;1151348
09.093.521/0001-05;30774338;3442028
10.474.405/0001-15;30774349;2329476
27.965.968/0001-09;30774350;2883858
29.300.858/0001-53;30774364;1534158
09.289.008/0001-94;30774423;1038793
07.657.626/0001-14;30774430;1583242
18.000.270/0001-68;30774432;759872
31.392.256/0001-15;30774473;2131106
28.951.298/0001-34;30774549;911261
32.240.069/0001-89;30774604;2492448
08.703.954/0001-72;30774616;2729504
22.314.842/0001-50;30774726;2927475
15.730.988/0001-11;30774746;1768215
09.520.679/0001-14;30774792;2309696
23.884.565/0001-84;30774812;2117684
04.701.138/0001-79;30774820;2434937
26.218.403/0001-03;30774882;1002762
06.048.784/0001-04;30774892;1333917
20.459.779/0001-15;30774922;2967167
11.016.917/0001-09;30774931;2760254
88.002.696/0001-36;30774953;3459538
08.861.059/0001-86;30774973;1641521
08.741.114/0001-02;30775010;2942792
10.456.640/0001-64;30775181;2075765
21.888.784/0001-06;30775201;3230833
18.820.231/0001-07;30775228;3060669
10.474.402/0001-81;30775240;2526008
27.966.051/0001-29;30775306;2738903
11.306.087/0001-46;30775320;3284073
09.485.485/0001-25;30775323;1589600
08.709.098/0001-62;30775328;734969
04.529.120/0001-31;30775342;2257395
28.025.412/0001-03;30775425;1874120
03.737.201/0001-64;30775437;1709041
18.936.255/0001-26;30775462;1178544
03.697.574/0001-59;30775481;2449970
04.513.424/0001-00;30775507;2386370
05.681.170/0001-00;30775539;1866772
20.852.221/0001-03;30775566;3015784
17.161.768/0001-40;30775607;1156801
05.040.348/0001-26;30775608;2094255
01.855.989/0001-88;30775651;3257650
11.702.027/0001-42;30775667;2721137
02.886.146/0001-01;30775754;3311030
12.082.663/0001-81;30775787;2372318
08.529.502/0001-16;30775827;3164202
23.872.240/0001-81;30775828;3254682
21.406.486/0001-32;30775840;2729240
23.303.835/0001-16;30775869;1779888
26.751.304/0001-84;30775872;2044134
17.161.965/0001-69;30775892;2559582
03.691.087/0001-89;30775922;873930
22.003.311/0001-47;30775937;1170662
06.865.939/0001-03;30775942;3257970
28.629.489/0001-84;30775986;3102348
03.707.301/0001-48;30776037;1799262
33.768.907/0001-54;30776044;2123122
15.489.103/0001-34;30776080;1722198
11.306.017/0001-98;30776108;2613657
17.137.445/0001-10;30776112;1852583
09.911.417/0001-80;30776135;3416509
26.656.266/0001-80;30776160;1972744
29.215.681/0001-97;30776170;2125129
08.621.525/0001-56;30776179;2976678
08.973.263/0001-99;30776256;1817447
14.120.027/0001-22;30776268;1301598
32.138.843/0001-45;30776478;2388999
05.601.904/0001-96;30776480;3057192
18.000.270/0001-68;30776507;1123190
18.079.349/0001-26;30776529;1397254
22.642.522/0001-20;30776630;1797000
02.497.052/0001-40;30776639;3448393
18.916.295/0001-06;30776658;1145602
30.828.819/0001-02;30776663;979389
07.287.487/0001-84;30776730;2921563
18.368.537/0001-74;30776735;2531607
23.611.289/0001-80;30776774;2502823
08.708.525/0001-98;30776800;2367523
32.240.094/0001-62;30776890;3259522
30.642.042/0001-97;30776957;2291396
07.400.646/0001-05;30777000;2261389
09.295.118/0001-69;30777083;1410441
05.104.184/0001-53;30777107;665072
09.552.693/0001-08;30777109;1896524
30.282.365/0001-17;30777120;571403
12.758.878/0001-70;30777141;3165782
06.963.838/0001-67;30777168;734281
20.639.937/0001-19;30777186;3026610
05.231.324/0001-54;30777273;1112083
07.796.185/0001-31;30777296;2961263
10.986.880/0001-70;30777330;2746673
00.824.658/0001-18;30777335;1259767
08.941.036/0001-81;30777340;3357027
30.921.203/0001-81;30777354;520117
31.031.100/0001-09;30777369;2525217
11.110.873/0001-73;30777371;3380957
28.903.688/0001-39;30777379;2565418
22.100.009/0001-07;30777432;2490391
04.116.306/0001-69;30777456;2238863
09.453.882/0001-15;30777496;1221972
07.650.101/0001-57;30777497;2801775
23.711.361/0001-41;30777539;1670969
08.473.487/0001-31;30777583;1070210
10.388.029/0001-46;30777607;1867485
08.692.896/0001-29;30777647;1359659
12.765.642/0001-60;30777666;3433245
28.141.005/0001-53;30777685;1795067
04.662.427/0001-06;30777694;2980234
32.158.604/0001-57;30777772;3121714
03.420.044/0001-69;30777794;2173296
20.639.937/0001-19;30777804;551454
01.165.788/0001-59;30777873;584345
09.606.071/0001-07;30777877;2591711
11.046.303/0001-61;30777924;986150
02.047.460/0001-09;30777937;1421507
19.791.629/0001-25;30778016;1091591
09.489.343/0001-36;30778032;596784
08.454.428/0001-16;30778079;1333500
17.518.966/0001-18;30778152;2682237
09.198.158/0001-92;30778201;2452398
07.318.937/0001-59;30778224;615817
09.564.058/0001-32;30778261;1489797
03.707.307/0001-15;30778264;616325
03.547.713/0001-68;30778268;2018160
07.659.013/0001-16;30778287;1853392
17.442.113/0001-40;30778303;2012192
14.387.076/0001-26;30778312;1046611
28.260.530/0001-98;30778337;3435355
19.922.130/0001-00;30778352;2554148
09.625.925/0001-00;30778384;872596
22.242.922/0001-48;30778454;2186586
11.695.180/0001-90;30778455;900211
08.058.634/0001-07;30778456;1862903
09.453.882/0001-15;30778483;860501
24.454.718/0001-16;30778582;2173502
15.290.910/0001-23;30778604;2689987
24.986.039/0001-98;30778608;2956827
12.287.639/0001-89;30778618;1899215
12.321.753/0001-88;30778627;1885973
